Wall time,Step,Value
1521755812.6157036,29820,0.47695282101631165
1521755819.1319351,29840,0.44851821660995483
1521755825.6371613,29860,0.48818260431289673
1521755832.1403642,29880,0.4201507866382599
1521755882.5686996,30020,0.4416581392288208
1521755889.0638874,30040,0.41726014018058777
1521755895.5660698,30060,0.45754697918891907
1521755902.0763135,30080,0.4066775143146515
1521755915.0947394,30120,0.5157727003097534
1521755921.593915,30140,0.4054683744907379
1521755928.1021476,30160,0.44116532802581787
1521755934.6003218,30180,0.5247955918312073
1521755941.1025407,30200,0.443758487701416
1521755947.6077552,30220,0.47260576486587524
1521755954.12398,30240,0.4164089560508728
1521755960.6331964,30260,0.4696579873561859
1521755967.1464026,30280,0.4063405394554138
1521755986.6790876,30340,0.4488350450992584
1521755999.7105417,30380,0.4927229881286621
1521756032.257625,30480,0.47448140382766724
1521756038.763835,30500,0.48275256156921387
1521756045.270045,30520,0.4686029851436615
1521756058.2884772,30560,0.47443079948425293
1521756084.3203125,30640,0.42603299021720886
1521756103.8629942,30700,0.42603057622909546
1521756116.872426,30740,0.4464285969734192
1521756142.9192965,30820,0.4040399193763733
1521756149.4255292,30840,0.4313995838165283
1521756155.9397306,30860,0.47247079014778137
1521756181.9766147,30940,0.4659191966056824
1521756195.0010607,30980,0.45402422547340393
1521756201.5192964,31000,0.4235878586769104
1521756214.5287094,31040,0.4700469970703125
1521756221.0339167,31060,0.4521082043647766
1521756234.0553563,31100,0.42724525928497314
1521756240.5575566,31120,0.4434228539466858
1521756260.1002383,31180,0.40808218717575073
1521756279.6058216,31240,0.4119667112827301
1521756286.1230729,31260,0.44562187790870667
1521756292.627261,31280,0.451661616563797
1521756325.1523132,31380,0.4390542209148407
1521756331.657521,31400,0.42260366678237915
1521756390.2274199,31580,0.4436242878437042
1521756396.7336552,31600,0.4636678397655487
1521756416.258272,31660,0.42854538559913635
1521756422.7735012,31680,0.45746758580207825
1521756429.2767045,31700,0.501806378364563
1521756435.7789052,31720,0.4022141098976135
1521756442.2802007,31740,0.48547351360321045
1521756448.7843282,31760,0.4422556757926941
1521756455.2895358,31780,0.43786630034446716
1521756468.30496,31820,0.45422953367233276
1521756481.3083444,31860,0.46229982376098633
1521756487.8175778,31880,0.4584178924560547
1521756494.3367987,31900,0.4217533469200134
